property_name,society,bedRoom,bathroom,balcony,additionalRoom,facing,agePossession,sector,price in crore,SuperBuildUp_adjusted_area,adjusted_price_per_sqft,Others,Pooja Room,Servant Room,Store Room,Study Room,unavailable,floor,furnish_score,furnish_category,features_score,features_category,rating_sum
2 BHK Flat,maa bhagwati residency,2.0,2.0,1,unavailable,West,new,Krishna Colony,0.45,1285.7142857142858,3500.0,0,0,0,0,0,1,4.0,30.5,Fancy,8.5,Minimal,20.0
2 BHK Flat,Apna Enclave,2.0,2.0,1,unavailable,West,old,Ashok Vihar,0.5,928.5714285714287,5384.615384615384,0,0,0,0,0,1,1.0,32.5,Fancy,7.5,Minimal,20.0
2 BHK Flat,Tulsiani Easy in Homes,2.0,2.0,3,unavailable,unavailable,newly built,Sohna,0.4,850.0,4705.882352941177,0,0,0,0,0,1,12.0,-1.0,Unavailable,13.5,Basic,20.0
2 BHK Flat,Smart World Orchard,2.0,2.0,2,Study Room,unavailable,under construction,Sector 61 Gurgaon,1.47,1714.2857142857144,8575.0,0,0,0,0,1,0,2.0,-1.0,Unavailable,21.0,Good,0.0
2 BHK Flat,Parkwood Westend,2.0,2.0,3,Study Room,unavailable,under construction,Sector 92 Gurgaon,0.7,1479.5000000000002,4731.3281514025,0,0,0,0,1,0,5.0,-1.0,Unavailable,0.0,Minimal,20.0
2 BHK Flat,Signature Global Infinity Mall,2.0,2.0,3,unavailable,unavailable,unknown,Sector 36 Gurgaon,0.41,719.4000000000001,5699.193772588266,0,0,0,0,0,1,3.0,-1.0,Unavailable,0.0,Minimal,0.0
3 BHK Flat,The Cocoon,3.0,3.0,3,unavailable,unavailable,newly built,Dwarka Expressway Gurgaon,2.0,1650.0000000000002,12121.21212121212,0,0,0,0,0,1,5.0,-1.0,Unavailable,0.0,Minimal,0.0
3 BHK Flat,ATS Triumph39 ,3.0,4.0,3,unavailable,unavailable,newly built,Sector 104 Gurgaon,1.8,3271.4285714285716,5502.183406113537,0,0,0,0,0,1,14.0,-1.0,Unavailable,15.5,Basic,24.5
2 BHK Flat,Vatika Xpressions,2.0,4.0,3+,Study Room,North-East,under construction,Sector 88B Gurgaon,1.1,1928.5714285714287,5703.7037037037035,0,0,0,0,1,0,2.0,-1.0,Unavailable,17.0,Basic,0.0
3 BHK Flat,Raheja Revanta,3.0,3.0,2,Servant Room,unavailable,under construction,Sector 78 Gurgaon,4.75,3094.3,15350.806321300455,0,0,1,0,0,0,31.0,-1.0,Unavailable,23.0,Good,20.0
2 BHK Flat,Signature Global City 81,2.0,2.0,2,unavailable,unavailable,under construction,Sector 81 Gurgaon,0.96,1535.7142857142858,6251.162790697674,0,0,0,0,0,1,1.0,-1.0,Unavailable,13.5,Basic,17.5
2 BHK Flat,HCBS Sports Ville36 ,2.0,2.0,1,unavailable,unavailable,new,Sohna,0.29,741.4285714285714,3911.368015414258,0,0,0,0,0,1,4.0,-1.0,Unavailable,11.5,Basic,25.0
3 BHK Flat,Supertech Araville,3.0,3.0,3,unavailable,unavailable,new,Sector 79 Gurgaon,1.35,2778.571428571429,4858.611825192802,0,0,0,0,0,1,4.0,31.5,Fancy,0.0,Minimal,20.0
2 BHK Flat,Godrej,2.0,2.0,3+,unavailable,South-East,under construction,Sector 33 Gurgaon,0.95,1523.5000000000002,6235.641614702986,0,0,0,0,0,1,3.0,-1.0,Unavailable,0.0,Minimal,20.0
2 BHK Flat,Shree Vardhman Flora38 ,2.0,2.0,3,Study Room,unavailable,newly built,Sector 90 Gurgaon,0.7,1430.0000000000002,4895.104895104894,0,0,0,0,1,0,13.0,-1.0,Unavailable,5.0,Minimal,25.0
4 BHK Flat,Sobha City,4.0,5.0,3,unavailable,unavailable,unknown,Sector 108 Gurgaon,3.95,3347.1428571428573,11801.109688433631,0,0,0,0,0,1,25.0,28.0,Medium,0.0,Minimal,18.5
1 BHK Flat,Senate Court,1.0,1.0,No,unavailable,unavailable,unknown,Sector 62 Gurgaon,0.9,702.9000000000001,12804.097311139563,0,0,0,0,0,1,0.0,-1.0,Unavailable,0.0,Minimal,20.0
2 BHK Flat,Shapoorji Pallonji Joyville Gurugram40 ,2.0,2.0,2,unavailable,unavailable,under construction,Sector 102 Gurgaon,1.05,1307.1428571428573,8032.7868852459005,0,0,0,0,0,1,0.0,-1.0,Unavailable,13.5,Basic,25.0
3 BHK Flat,Central Park Flower Valley,3.0,3.0,3,Servant Room,North-East,newly built,Sector-33 Sohna,2.2,2310.0,9523.809523809523,0,0,0,0,1,0,12.0,28.0,Medium,13.5,Basic,0.0
2 BHK Flat,Smart World Gems,2.0,2.0,2,Study Room,unavailable,under construction,Sector 89 Gurgaon,1.01,1575.7142857142858,6409.791477787851,0,0,1,0,0,0,4.0,-1.0,Unavailable,12.0,Basic,20.0
3 BHK Flat,Bestech Altura,3.0,4.0,3+,Servant Room,North,newly built,Sector 79 Gurgaon,1.85,2365.0,7822.410147991543,0,0,0,0,0,1,11.0,36.0,Fancy,13.5,Basic,20.0
2 BHK Flat,Smart World Gems,2.0,3.0,3,unavailable,unavailable,under construction,Sector 89 Gurgaon,0.86,1213.3000000000002,7088.106816121321,0,0,1,0,0,0,4.0,-1.0,Unavailable,0.0,Minimal,20.0
3 BHK Flat,Emaar Imperial Gardens38 ,3.0,3.0,3+,Servant Room,South-West,new,Sector 102 Gurgaon,1.85,2892.857142857143,6395.061728395061,0,0,1,0,0,0,0.0,53.0,Fancy,23.0,Good,23.0
3 BHK Flat,La Vida by Tata Housing,3.0,3.0,3+,Servant Room,East,newly built,Sector 113 Gurgaon,2.85,2438.7000000000003,11686.554311723457,0,0,0,0,0,1,10.0,-1.0,Unavailable,20.5,Good,0.0
2 BHK Flat,The Serenas,2.0,2.0,1,unavailable,unavailable,unknown,Sector 36 Gurgaon,0.42,758.5714285714287,5536.723163841807,0,0,1,0,0,0,3.0,28.0,Medium,0.0,Minimal,0.0
3 BHK Flat,M3M Golfestate44 ,3.0,4.0,2,unavailable,North-East,unknown,Sector 65 Gurgaon,6.15,4792.857142857143,12831.594634873323,0,0,0,0,0,1,20.0,-1.0,Unavailable,0.0,Minimal,25.0
3 BHK Flat,Central Park Resort Belgravia Residences,3.0,5.0,3+,Servant Room,South-East,mid-age,Sector 48 Gurgaon,6.25,4114.285714285715,15190.97222222222,0,0,0,0,0,1,5.0,69.5,Fancy,13.5,Basic,20.0
2 BHK Flat,Apex builders,2.0,2.0,2,unavailable,North,new,Sector 37C Gurgaon,0.42,1071.4285714285716,3919.9999999999995,0,0,0,0,0,1,4.0,-1.0,Unavailable,11.5,Basic,20.0
2 BHK Flat,Godrej Habitat,2.0,2.0,No,unavailable,North-East,unknown,Sector 3 Gurgaon,1.35,1508.5714285714287,8948.863636363636,0,1,0,0,0,0,4.0,28.0,Medium,0.0,Minimal,18.5
2 BHK Flat,Ompee K S Residency,2.0,2.0,2,unavailable,unavailable,new,New Palam Vihar,1.6,94.28571428571429,169696.9696969697,0,0,0,0,0,1,1.0,-1.0,Unavailable,0.0,Minimal,20.0
4 BHK Flat,Bhawna CGHS,4.0,4.0,3+,Pooja Room,unavailable,mid-age,Sector 43 Gurgaon,3.25,4571.428571428572,7109.375,0,0,0,0,0,1,12.0,48.0,Fancy,25.5,Good,20.0
2 BHK Flat,Adani Aangan Arcade,2.0,2.0,1,unavailable,unavailable,newly built,Sector 88A Gurgaon,0.45,892.8571428571429,5040.0,0,0,0,0,0,1,8.0,29.0,Medium,5.0,Minimal,0.0
3 BHK Flat,Sare Green Parc,3.0,2.0,2,unavailable,unavailable,unknown,Sector 92 Gurgaon,0.85,1430.0000000000002,5944.055944055943,1,0,0,0,0,0,20.0,-1.0,Unavailable,0.0,Minimal,20.0
2 BHK Flat,Shree Vardhman Flora38 ,2.0,2.0,3,unavailable,North-East,unknown,Sector 90 Gurgaon,0.75,1857.1428571428573,4038.461538461538,0,0,1,0,0,0,8.0,28.0,Medium,0.0,Minimal,25.0
2 BHK Flat,Supertech Hues,2.0,2.0,3+,Others,unavailable,under construction,Sector 68 Gurgaon,0.82,1298.0,6317.411402157164,0,0,0,0,0,1,21.0,-1.0,Unavailable,19.0,Basic,20.0
3 BHK Flat,Chintels Paradiso39 ,3.0,3.0,2,Servant Room,East,mid-age,Sector 109 Gurgaon,1.8,2900.0,6206.896551724138,0,0,0,0,0,1,0.0,-1.0,Unavailable,23.0,Good,25.0
2 BHK Flat,Breez Global Hill View,2.0,2.0,2,unavailable,North-East,newly built,Sohna,0.3,935.7142857142858,3206.106870229007,0,0,1,0,0,0,6.0,28.0,Medium,24.0,Good,20.0
2 BHK Flat,ILD Greens41 ,2.0,2.0,3,unavailable,North,mid-age,Sector 37C Gurgaon,0.78,1950.0000000000002,3999.9999999999995,0,0,0,0,0,1,1.0,34.5,Fancy,27.5,Good,23.5
3 BHK Flat,Ansal Sushant Lok CI,3.0,3.0,2,Servant Room,North,old,Sector 43 Gurgaon,2.0,1885.7142857142858,10606.060606060606,0,0,1,0,0,0,1.0,42.5,Fancy,1.5,Minimal,20.0
2 BHK Flat,Ashiana Mulberry,2.0,2.0,3+,unavailable,North-West,newly built,Sohna,0.74,1728.5714285714287,4280.99173553719,0,0,1,0,0,0,12.0,28.0,Medium,18.5,Basic,20.0
3 BHK Flat,Godrej Meridien,3.0,3.0,3+,Servant Room,unavailable,under construction,Sector 106 Gurgaon,3.2,2860.0,11188.811188811189,0,0,0,0,0,1,6.0,-1.0,Unavailable,13.5,Basic,0.0
4 BHK Flat,Mapsko Casa Bella38 ,4.0,4.0,3+,Servant Room,North,new,Sector 82 Gurgaon,1.3,2156.0,6029.684601113173,0,0,0,0,0,1,1.0,-1.0,Unavailable,32.0,Premium,24.5
2 BHK Flat,Pooja Apartment,2.0,2.0,2,unavailable,East,new,Ashok Vihar Phase 3 Extension,0.25,1000.0000000000001,2499.9999999999995,0,1,1,0,0,0,2.0,33.0,Fancy,0.0,Minimal,20.0
3 BHK Flat,Signature Global Park40 ,3.0,2.0,3+,unavailable,unavailable,new,Sohna,0.95,1728.5714285714287,5495.867768595041,0,0,0,0,0,1,1.0,-1.0,Unavailable,13.5,Basic,25.0
4 BHK Flat,DLF New Town Heights 139 ,4.0,4.0,3+,"Pooja Room,Servant Room",East,new,Sector 90 Gurgaon,1.99,3895.714285714286,5108.177484415108,0,0,0,0,0,1,9.0,41.0,Fancy,24.5,Good,25.0
2 BHK Flat,Paras Dews,2.0,2.0,2,unavailable,West,newly built,Sector 106 Gurgaon,1.05,1978.5714285714287,5306.859205776173,0,0,1,0,0,0,5.0,37.0,Fancy,24.0,Good,0.0
3 BHK Flat,Godrej Air,3.0,3.0,3+,unavailable,unavailable,under construction,Sector 85 Gurgaon,1.83,2612.857142857143,7003.827227993438,0,0,1,0,1,0,18.0,28.0,Medium,25.5,Good,19.5
3 BHK Flat,DLF The Primus39 ,3.0,3.0,3+,Servant Room,East,new,Sector 82A Gurgaon,2.25,3000.0,7500.0,0,0,0,0,0,1,29.0,48.5,Fancy,20.5,Good,24.0
3 BHK Flat,Emaar MGF Emerald Floors Premier38 ,3.0,3.0,3+,"Study Room,Servant Room",unavailable,new,Sector 65 Gurgaon,2.8,2357.1428571428573,11878.787878787878,0,0,0,0,1,0,3.0,28.0,Medium,13.5,Basic,23.5
2 BHK Flat,DLF Regency Park 136 ,2.0,2.0,2,unavailable,North,new,DLF Phase 4,1.6,1571.4285714285716,10181.81818181818,0,0,0,0,0,1,3.0,28.0,Medium,15.5,Basic,25.0
2 BHK Flat,Supertech Araville,2.0,2.0,3,Study Room,North-East,newly built,Sector 79 Gurgaon,0.83,2185.714285714286,3797.3856209150326,0,0,0,0,0,1,5.0,33.5,Fancy,13.5,Basic,20.0
3 BHK Flat,Signature Global Park40 ,3.0,2.0,2,unavailable,unavailable,newly built,Sohna,0.83,1600.0,5187.5,0,0,0,0,0,1,1.0,-1.0,Unavailable,8.0,Minimal,25.0
2 BHK Flat,Maxworth City Residences,2.0,3.0,2,unavailable,unavailable,newly built,Sector 10A Gurgaon,0.8,1785.7142857142858,4480.0,0,0,0,0,0,1,9.0,28.0,Medium,12.5,Basic,20.0
4 BHK Flat,Deepak Minda,4.0,4.0,3+,unavailable,unavailable,mid-age,Sector 1A IMT Manesar,1.25,3787.1428571428573,3300.6412674462467,0,0,0,0,0,1,6.0,37.5,Fancy,11.5,Basic,0.0
1 BHK Flat,Shree Shyam residency,1.0,1.0,1,unavailable,South,new,Block A Surya Vihar,0.23,657.1428571428572,3499.9999999999995,0,0,1,0,0,0,2.0,28.0,Medium,4.0,Minimal,0.0
1 BHK Flat,Pivotal Devaan,1.0,1.0,1,unavailable,unavailable,newly built,Sector 84 Gurgaon,0.3,642.8571428571429,4666.666666666666,1,0,0,0,0,0,14.0,28.5,Medium,4.5,Minimal,20.0
3 BHK Flat,Unitech The Residences37 ,3.0,4.0,1,Servant Room,South,new,Sector 33 Gurgaon,1.55,1727.0000000000002,8975.101331789228,0,0,0,1,0,0,1.0,36.0,Fancy,9.5,Minimal,24.5
2 BHK Flat,CHD Avenue 7136 ,2.0,2.0,2,Others,South-East,new,Sector 71 Gurgaon,0.79,1317.8000000000002,5994.839884656244,0,0,0,0,1,0,8.0,28.5,Medium,0.0,Minimal,25.0
2 BHK Flat,Gokuldham Society Bahadurgarh,2.0,2.0,2,Store Room,unavailable,mid-age,Sector-7 Housing Board,0.5,1285.7142857142858,3888.8888888888887,0,0,1,0,0,0,2.0,28.0,Medium,0.0,Minimal,0.0
2 BHK Flat,Silverglades The Melia,2.0,2.0,3,Study Room,unavailable,under construction,Sohna,1.01,2071.4285714285716,4875.862068965517,0,0,0,0,0,1,12.0,28.0,Medium,20.0,Good,20.0
4 BHK Flat,Sare Crescent Parc Royal Greens Phase 1,4.0,5.0,3+,Servant Room,unavailable,mid-age,Sector 92 Gurgaon,0.95,2086.7000000000003,4552.642929026692,0,0,0,0,0,1,4.0,-1.0,Unavailable,9.5,Minimal,20.0
2 BHK Flat,Umang Winter Hills39 ,2.0,2.0,2,unavailable,North,new,Sector 77 Gurgaon,0.99,1800.0000000000002,5499.999999999999,0,0,0,0,0,1,1.0,28.0,Medium,23.5,Good,24.0
3 BHK Flat,Ramprastha Skyz,3.0,3.0,3+,unavailable,East,under construction,Sector 37D Gurgaon,1.1,1897.5000000000002,5797.101449275362,0,0,0,0,0,1,7.0,-1.0,Unavailable,24.5,Good,20.0
4 BHK Flat,4S Aradhya Homes,4.0,4.0,3,unavailable,unavailable,newly built,Sector 67A Gurgaon,1.9,2420.0,7851.239669421488,0,0,0,0,0,1,3.0,37.5,Fancy,9.0,Minimal,20.0
3 BHK Flat,ILD Greens41 ,3.0,3.0,3+,unavailable,North,under construction,Sector 37C Gurgaon,1.0,2062.5,4848.484848484848,0,0,0,0,0,1,5.0,-1.0,Unavailable,14.0,Basic,23.5
3 BHK Flat,BPTP Freedom Park Life40 ,3.0,3.0,3,unavailable,unavailable,mid-age,Sector 57 Gurgaon,2.5,2475.0,10101.0101010101,0,0,0,0,0,1,9.0,-1.0,Unavailable,0.0,Minimal,25.0
2 BHK Flat,Godrej Habitat,2.0,2.0,2,unavailable,unavailable,under construction,Sector 3 Gurgaon,1.1,1161.6000000000001,9469.696969696968,0,0,0,0,0,1,14.0,-1.0,Unavailable,0.0,Minimal,18.5
2 BHK Flat,Ramsons Kshitij37 ,2.0,2.0,2,unavailable,unavailable,new,Sector 95 Gurgaon,0.29,616.0,4707.792207792208,0,0,0,0,0,1,14.0,-1.0,Unavailable,13.5,Basic,23.5
2 BHK Flat,Sidhartha NCR One,2.0,2.0,3,unavailable,North-East,unknown,Sector 95 Gurgaon,0.55,1414.2857142857144,3888.8888888888882,0,0,0,0,0,1,15.0,28.0,Medium,0.0,Minimal,19.0
3 BHK Flat,Raheja Sampada,3.0,2.0,3,unavailable,North-East,new,Sector 92 Gurgaon,0.65,1507.0000000000002,4313.2050431320495,0,0,0,0,0,1,6.0,-1.0,Unavailable,13.5,Basic,20.0
2 BHK Flat,Signature The Serenas,2.0,2.0,2,unavailable,unavailable,newly built,Sohna,0.5,758.5714285714287,6591.337099811675,0,0,1,0,0,0,6.0,-1.0,Unavailable,9.5,Minimal,20.0
2 BHK Flat,Pareena Laxmi Apartments36 ,2.0,2.0,1,unavailable,unavailable,newly built,Sector 99A Gurgaon,0.32,821.4285714285714,3895.6521739130435,0,0,0,0,0,1,2.0,-1.0,Unavailable,13.0,Basic,23.0
2 BHK Flat,Satya The Hermitage35 ,2.0,3.0,3,Servant Room,East,new,Sector 103 Gurgaon,0.93,2074.285714285714,4483.471074380165,0,0,0,0,0,1,3.0,39.5,Fancy,21.0,Good,25.0
3 BHK Flat,Smart World Gems,3.0,3.0,2,unavailable,North-East,under construction,Sector 89 Gurgaon,1.2,2032.857142857143,5903.021784961349,0,0,0,0,0,1,2.0,-1.0,Unavailable,11.5,Basic,20.0
2 BHK Flat,GLS Arawali Homes38 ,2.0,2.0,2,unavailable,unavailable,new,Sohna,0.3,914.2857142857143,3281.25,0,0,0,0,0,1,4.0,28.0,Medium,13.0,Basic,25.0
2 BHK Flat,Signature Global Park40 ,2.0,2.0,3,unavailable,South,newly built,Sohna,0.56,1174.2857142857144,4768.856447688565,0,0,1,0,0,0,3.0,-1.0,Unavailable,28.5,Good,25.0
3 BHK Flat,Bestech Park View City 239 ,3.0,4.0,3+,unavailable,unavailable,mid-age,Sector 49 Gurgaon,2.7,2374.9,11368.89974314708,0,0,0,0,0,1,6.0,-1.0,Unavailable,0.0,Minimal,25.0
3 BHK Flat,Shree Vardhman Flora38 ,3.0,4.0,3,Servant Room,North-East,newly built,Sector 90 Gurgaon,1.0,2145.0,4662.004662004662,0,0,0,0,0,1,8.0,-1.0,Unavailable,24.0,Good,25.0
3 BHK Flat,AFNHB Jalvayu Vihar37 ,3.0,2.0,2,unavailable,North,old,Sector 30 Gurgaon,1.45,1857.1428571428573,7807.692307692307,0,0,0,0,0,1,2.0,39.0,Fancy,19.0,Basic,24.0
3 BHK Flat,M3M Soulitude,3.0,3.0,No,unavailable,unavailable,unknown,Sector 89 Gurgaon,1.25,2032.857142857143,6148.981026001406,0,0,1,0,0,0,4.0,-1.0,Unavailable,0.0,Minimal,20.0
2 BHK Flat,Pyramid Elite,2.0,2.0,1,unavailable,unavailable,under construction,Sector 86 Gurgaon,0.46,83058.57142857143,55.382604358370166,0,0,0,0,0,1,0.0,-1.0,Unavailable,5.0,Minimal,19.0
5 BHK Flat,Emaar MGF Palm Terraces,5.0,5.0,3+,Servant Room,unavailable,newly built,Sector 66 Gurgaon,4.5,4037.0000000000005,11146.89125588308,0,0,0,0,0,1,11.0,46.0,Fancy,25.5,Good,20.0
2 BHK Flat,Anamika Enclave,2.0,2.0,1,unavailable,unavailable,newly built,Sector 15 Part 1,0.64,1100.0,5818.181818181818,0,0,1,0,0,0,1.0,28.0,Medium,0.0,Minimal,20.0
2 BHK Flat,HCBS Sports Ville36 ,2.0,2.0,1,unavailable,East,new,Sohna,0.28,1061.4285714285716,2637.954239569314,0,0,0,0,0,1,11.0,-1.0,Unavailable,9.5,Minimal,25.0
3 BHK Flat,Puri The Aravallis,3.0,4.0,3+,Servant Room,East,under construction,Sector 61 Gurgaon,3.87,3214.2857142857147,12039.999999999998,0,0,0,0,0,1,21.0,28.0,Medium,15.0,Basic,0.0
3 BHK Flat,Brisk Lumbini Terrace Homes,3.0,3.0,1,unavailable,unavailable,mid-age,Sector 109 Gurgaon,1.38,3110.0,4437.299035369774,1,0,0,0,0,0,4.0,-1.0,Unavailable,4.5,Minimal,18.0
2 BHK Flat,HUDA Ashok Vihar Phase 139 ,2.0,2.0,1,unavailable,unavailable,new,Laxman Vihar,0.43,928.5714285714287,4630.7692307692305,0,0,0,0,0,1,2.0,28.0,Medium,2.5,Minimal,24.5
2 BHK Flat,My Home,2.0,1.0,1,Others,unavailable,new,New Palam Vihar,0.28,1285.7142857142858,2177.777777777778,0,0,0,0,0,1,2.0,32.0,Fancy,1.5,Minimal,20.0
2 BHK Flat,Signature Global City,2.0,2.0,2,unavailable,South,unknown,Sector 37D Gurgaon,1.1,1597.1428571428573,6887.2987477638635,0,0,0,0,0,1,4.0,28.0,Medium,0.0,Minimal,20.0
2 BHK Flat,M3M Heights,2.0,2.0,2,unavailable,unavailable,unknown,Sector 65 Gurgaon,2.0,2047.1428571428573,9769.713886950452,0,0,0,0,0,1,32.0,-1.0,Unavailable,0.0,Minimal,20.0
3 BHK Flat,Signature Global Park40 ,3.0,2.0,2,unavailable,South,under construction,Sohna,0.9,1232.0,7305.194805194805,0,0,0,0,0,1,2.0,-1.0,Unavailable,33.0,Premium,25.0
3 BHK Flat,Signature Global Park40 ,3.0,2.0,No,unavailable,unavailable,under construction,Sohna,0.9,1232.0,7305.194805194805,0,0,0,0,0,1,2.0,-1.0,Unavailable,0.0,Minimal,25.0
3 BHK Flat,Godrej Nature Plus,3.0,3.0,No,unavailable,unavailable,unknown,Sector-33 Sohna,1.75,2195.6000000000004,7970.486427400254,0,0,0,0,0,1,2.0,-1.0,Unavailable,0.0,Minimal,0.0
2 BHK Flat,Supertech Hues,2.0,2.0,2,unavailable,unavailable,unknown,Sector 68 Gurgaon,0.93,1542.857142857143,6027.777777777777,0,0,0,0,0,1,11.0,28.0,Medium,0.0,Minimal,20.0
4 BHK Flat,DLF New Town Heights 139 ,4.0,4.0,3+,unavailable,unavailable,mid-age,Sector 90 Gurgaon,1.8,2999.7000000000003,6000.600060006,0,0,0,0,0,1,23.0,-1.0,Unavailable,0.0,Minimal,25.0
3 BHK Flat,Central Park Flower Valley Aqua Front Towers,3.0,3.0,2,unavailable,unavailable,under construction,Sector-33 Sohna,2.1,1967.9,10671.273946846892,0,0,0,0,0,1,6.0,-1.0,Unavailable,9.5,Minimal,0.0
2 BHK Flat,Ambience Creacions,2.0,2.0,2,unavailable,East,new,Sector 22 Gurgaon,2.0,1971.4285714285716,10144.927536231884,1,0,0,0,1,0,9.0,34.0,Fancy,13.5,Basic,20.0
3 BHK Flat,Signature Global City 63A,3.0,3.0,2,unavailable,North,under construction,Sector 63A Gurgaon,2.0,1694.0000000000002,11806.375442739078,0,0,0,0,0,1,1.0,28.0,Medium,11.0,Basic,20.0
3 BHK Flat,Godrej Oasis39 ,3.0,3.0,3,"Study Room,Others",unavailable,newly built,Sector 88A Gurgaon,1.29,2327.1428571428573,5543.278084714549,0,0,0,0,0,1,5.0,-1.0,Unavailable,18.0,Basic,23.5
3 BHK Flat,M3M Skycity,3.0,3.0,3,unavailable,South,under construction,Sector 65 Gurgaon,2.85,2010.8000000000002,14173.463298189774,0,0,0,0,1,0,43.0,28.0,Medium,30.5,Premium,20.0
3 BHK Flat,Supertech Araville,3.0,3.0,3,unavailable,unavailable,new,Sector 79 Gurgaon,1.1,2785.714285714286,3948.7179487179487,0,0,0,0,0,1,1.0,35.0,Fancy,25.5,Good,20.0
2 BHK Flat,Smart World Orchard,2.0,2.0,2,Study Room,unavailable,under construction,Sector 61 Gurgaon,1.65,1714.2857142857144,9624.999999999998,0,0,1,0,0,0,1.0,-1.0,Unavailable,8.5,Minimal,0.0
1 BHK Flat,HCBS Sports Ville36 ,1.0,1.0,2,unavailable,North,newly built,Sohna,0.24,462.8571428571429,5185.185185185185,0,0,1,0,0,0,1.0,-1.0,Unavailable,17.0,Basic,25.0
3 BHK Flat,Emaar Palm Premier,3.0,4.0,3+,Servant Room,unavailable,newly built,Sector 77 Gurgaon,2.1,2857.1428571428573,7349.999999999999,0,0,0,0,0,1,11.0,34.5,Fancy,29.5,Good,20.0
3 BHK Flat,Godrej Nature Plus,3.0,3.0,3+,Servant Room,unavailable,under construction,Sector-33 Sohna,1.9,2755.714285714286,6894.76412649041,1,0,0,0,0,0,14.0,-1.0,Unavailable,21.5,Good,0.0
2 BHK Flat,Godrej Aria38 ,2.0,2.0,3,unavailable,unavailable,newly built,Sector 79 Gurgaon,1.1,97.9,112359.55056179775,0,0,0,0,0,1,9.0,-1.0,Unavailable,0.0,Minimal,25.0
2 BHK Flat,Ramsons Kshitij37 ,2.0,2.0,1,Others,unavailable,new,Sector 95 Gurgaon,0.32,1000.0000000000001,3199.9999999999995,0,0,0,0,0,1,8.0,34.5,Fancy,9.0,Minimal,23.5
1 BHK Flat,Conscient One,1.0,1.0,2,unavailable,unavailable,unknown,Sector 109 Gurgaon,1.7,1378.5714285714287,12331.60621761658,0,0,0,0,0,1,9.0,28.0,Medium,0.0,Minimal,18.0
2 BHK Flat,Pareena Laxmi Apartments36 ,2.0,2.0,2,unavailable,unavailable,newly built,Sector 99A Gurgaon,0.32,748.5714285714287,4274.809160305343,0,0,0,0,0,1,2.0,-1.0,Unavailable,15.0,Basic,23.0
2 BHK Flat,Pyramid Elite,2.0,2.0,1,unavailable,unavailable,under construction,Sector 86 Gurgaon,0.45,830.0,5421.686746987952,0,0,0,0,0,1,4.0,-1.0,Unavailable,18.5,Basic,19.0
1 BHK Flat,Raheja Revanta,1.0,2.0,2,unavailable,unavailable,under construction,Sector 78 Gurgaon,1.2,1710.0,7017.543859649123,0,0,0,0,0,1,32.0,-1.0,Unavailable,12.0,Basic,20.0
2 BHK Flat,M3M Skycity,2.0,2.0,2,unavailable,unavailable,under construction,Sector 65 Gurgaon,2.1,1441.0000000000002,14573.213046495486,0,0,0,0,0,1,43.0,-1.0,Unavailable,28.5,Good,20.0
2 BHK Flat,Signature The Roselia36 ,2.0,2.0,2,unavailable,South-West,newly built,Sector 95A Gurgaon,0.45,813204.2857142858,5.533664884768016,0,0,0,0,0,1,2.0,-1.0,Unavailable,18.5,Basic,25.0
2 BHK Flat,Not Applicable,2.0,2.0,1,unavailable,unavailable,new,Laxman Vihar,0.42,1071.4285714285716,3919.9999999999995,0,0,0,0,0,1,3.0,35.0,Fancy,8.0,Minimal,20.0
3 BHK Flat,Godrej Nature Plus,3.0,2.0,3+,unavailable,East,under construction,Sector-33 Sohna,1.55,2224.285714285714,6968.529222864483,0,1,1,0,1,0,8.0,-1.0,Unavailable,11.5,Basic,0.0
3 BHK Flat,Ramprastha City,3.0,3.0,2,unavailable,unavailable,under construction,Dwarka Expressway Gurgaon,1.3,1584.0000000000002,8207.070707070707,0,1,0,0,0,0,3.0,-1.0,Unavailable,0.0,Minimal,0.0
4 BHK Flat,Smartworld 1DXP,4.0,4.0,3+,"Pooja Room,Study Room,Servant Room",East,under construction,Sector 113 Gurgaon,2.75,3710.0000000000005,7412.398921832883,0,0,0,0,0,1,20.0,28.0,Medium,15.5,Basic,0.0
3 BHK Flat,Ansal Housing Highland Park,3.0,3.0,3+,Pooja Room,North-East,newly built,Sector 103 Gurgaon,1.25,2771.4285714285716,4510.309278350515,0,0,0,0,0,1,2.0,-1.0,Unavailable,29.0,Good,20.0
3 BHK Flat,Czar Mahira Homes 63A,3.0,2.0,2,unavailable,unavailable,unknown,Sector 63A Gurgaon,0.42,810.0,5185.185185185185,0,0,0,0,0,1,0.0,-1.0,Unavailable,0.0,Minimal,20.0
2 BHK Flat,Breez Global Heights42 ,2.0,2.0,1,unavailable,North-East,newly built,Sohna,0.4,890.0,4494.38202247191,1,0,0,0,1,0,4.0,-1.0,Unavailable,13.5,Basic,25.0
2 BHK Flat,Trisara Our Homes 3,2.0,2.0,1,unavailable,unavailable,newly built,Sohna,0.34,898.5714285714287,3783.7837837837837,0,0,0,0,0,1,0.0,-1.0,Unavailable,0.0,Minimal,20.0
3 BHK Flat,M3M Soulitude,3.0,3.0,3,"Study Room,Others",East,under construction,Sector 89 Gurgaon,1.25,1565.3000000000002,7985.689644157668,0,0,0,0,0,1,3.0,-1.0,Unavailable,0.0,Minimal,20.0
